title,alternate_names,description,publisher,country,genres,rating_value,rating_count,date_published,keywords,actors,written_by,director,episodes,release_years,url
Taxi Driver,"Deluxe Taxi, Exemplary Taxi, Mobeomtaeksi, Mobeomtaxi, Model Taksi, Model Taxi, Red Cage, Taxi Driver Season 1, Taxista, Образцовое такси, سائق سيارة أجرة, แท็กซี่จ้างแค้น, 模範タクシー","Do Gi, a former Special Forces officer, is consumed by grief after his mother is murdered by a serial killer. He joins Rainbow Taxi, a secret organization that delivers revenge to victims the law couldn't protect. As he becomes a star driver, he faces prosecutor Ha Na, who investigates Rainbow Taxi's lawless methods while questioning their ability to bring justice. Torn between revenge and the pursuit of justice, Do Gi seeks to  understand what true justice really means.

(Source: MyDramaList)

~~ Adapted from the webtoon ""The Deluxe Taxi"" (모범택시) by Carlos (까를로스) and Keukeu Jae Jin (크크재진).    Edit Translation         English     日本語     ภาษาไทย     Arabic",SBS,South Korea,"Action, Thriller, Crime, Drama",8.8,45937,09/04/2021,"Revenge, Investigation, Taxi Driver Male Lead, Adapted from a Webtoon, Teamwork, Secret Organization, Prosecutor Female Lead, Based on a True Story, Smart Female Lead, Death of a Mother","Lee Je Hoon, Esom, Kim Eui Sung, Pyo Ye Jin, Cha Ji Yeon, Jang Hyuk Jin",_,_,_,_,_
Taxi Driver (South Korean TV series),Taxi Driver 2,"Kim Do-gi is a KMA graduate who works as a taxi driver for a company which offers a ""revenge-call"" service to its clients who have been wronged and helps them to exact vengeance.",SBS TV,_,"Action, Crime, Vigilante, Black Comedy, Revenge",_,_,"April 9, 2021 –
present",_,"Lee Je-hoon, Pyo Ye-jin, Kim Eui-sung, Esom, Jang Hyuk-jin, Bae Yoo-ram, Shin Jae-ha","Oh Sang-ho, Lee Ji-hyun (season 1)","Park Joon-woo (season 1), Lee-dan (season 2), Jang Young-seok (season 2), Kang Bo-seung (season 3)",32 + 2 special,2021,_
Taxi Driver Season 2,"Mobeomtaeksi 2, Model Taxi 2, Taxi Driver 2, Taxi Driver S2, Taxi Driver Säsong 2, Taxi Driver Temporada 2, Такси делюкс 2, 모범택시시즌2","After disbanding, Do Gi and the Rainbow Deluxe Taxi crew reunite, unable to ignore their drive for justice. Joined by newcomer On Ha Jun, they take on more cases than ever, but a mysterious organization emerges, eliminating one of their targets before vanishing. As they investigate, the crew faces their most dangerous challenge yet.

(Source: MyDramaList)

~~ Adapted from the webtoon ""The Deluxe Taxi"" (모범택시) by Carlos (까를로스) and Keukeu Jae Jin (크크재진).      Edit Translation         English     ภาษาไทย     Русский     svenska",SBS,South Korea,"Action, Thriller, Mystery, Crime",8.9,23413,17/02/2023,"Revenge, Teamwork, Graphic Violence, Skilled Fighter, Criminal Organization, Episodic Format, Organized Crime, Suspense, Smart Male Lead, Taxi Setting","Lee Je Hoon, Kim Eui Sung, Pyo Ye Jin, Jang Hyuk Jin, Bae Yoo Ram, Shin Jae Ha",_,_,_,_,_
Tazza,"War of Flowers, 老千",Go Ni suffers an incredible loss when his mother and stepfather die because of Young Min. He later ends up in jail where he meets people who will change his life forever. Go Ni learns from a top tazza player in hopes of getting revenge.      Edit Translation         English     中文(简体)     Español     magyar / magyar nyelv,SBS,South Korea,"Action, Adventure, Thriller, Romance",7.3,619,16/09/2008,"Gambling, Adapted from a Manhwa, Revenge, Childhood Friends' Relationship, Gambler Male Lead, First Love, Melodrama, Drama, Friendship, Suspense","Jang Hyuk, Kim Min Joon, Kim Gab Soo, Han Ye Seul, Kang Sung Yun, Lee So Jung",_,_,_,_,_
Tazza (TV series),War of Flowers,"Kind and warm-hearted, Goni (Jang Hyuk) only hopes for a better life for his single, hard-working mother (Park Soon-chun). He first starts gambling to make money to buy her a sewing machine, and even encourages her remarriage with local photographer Dae-ho (Lee Ki-young). What Goni doesn't know, however, is that his stepfather used to be Jirisan's notorious swindler and that Goni's best friend Young-min (Kim Min-jun) is actually plotting against Dae-ho. In the end, Dae-ho is killed because of Young-min, and Goni is framed. He lands in jail where he learns the ins and outs of gambling in the card game hwatu. Upon Goni's release, he has only one goal: to gamble his way to the top and exact revenge on Young-min and his mastermind uncle Agwi (Kim Kap-soo).",Seoul Broadcasting System,_,"Gambling, Drama, Romance",_,_,"16 September –
25 November 2008",_,"Jang Hyuk, Han Ye-seul, Kim Min-jun","Seol Joon-seok, Jin Heon-soo, Im Jung-ki",Kang Shin-hyo,18,2008,_
Team Bulldog: Off-Duty Investigation,"Beonoisoosa, Extra Investigation, Extramarital Investigation, Extraordinary Investigation, Further Investigation, Экстренное расследование","Known as an enthusiastic and impressively effective detective, Jin Gang Ho will stop at nothing to catch the criminals he’s assigned to pursue. Using any means necessary, Gang Ho goes above and beyond the call of duty to bring in the bad guys. While his gung ho attitude makes him an outstanding detective, it makes getting along with his colleagues a bit difficult.
 
With a passion for solving the unsolvable cases, Gang  Ho finds it’s better to work alone. Or so it was, until the day he met Kang Mu Yeong. The overly zealous producer of a low-rated investigative program, Mu Yeong is as enthusiastic about solving cases and catching criminals as Gang Ho. Sharing such an intense passion for their work, the two agree to team up, working together to make the world a better place. 

Soon joined on their quest to better the world by a former criminal profiler, a bar CEO and legendary fist-fighter who has chosen to put his past behind him, and a funeral director who once headed up the ace autopsy team at the National Forensic Service, this ragtag team soon become an unstoppable force in the world of crime-fighting.

(Source: Viki)    Edit Translation         English     Русский     Español     magyar / magyar nyelv",OCN,South Korea,"Action, Mystery, Comedy, Drama",8.3,3979,23/05/2020,"Investigation, Teamwork, Smart Female Lead, Multiple Mains, Eccentric Female Lead, Eccentric Male Lead, Emotionally Strong Female Lead, Police Department Setting, Detective Fiction, Detective Male Lead","Cha Tae Hyun, Lee Sun Bin, Jung Sang Hoon, Yoon Kyung Ho, Ji Seung Hyun, Im Chul Hyung","Lee Yu-jin, Jung Yoon-sun",Kang Hyo-jin,12,2020,_
Tears of Heaven (TV series),_,"Yoon Cha-young learns that her mother Yoo Sun-kyung abandoned her as a child because of selfish ambition, so she seeks her out to get her revenge",Maeil Broadcasting Network,_,"Romance, Family, Melodrama, Revenge",_,_,"October 11, 2014 –
January 3, 2015",_,"Park Ji-young, Hong Ah-reum, Seo Jun-young, Jo Yun-seo","Kim Yoon-shin, Heo In-moo",Yoo Je-won,25,"2014, 2015",_
Tears of the Dragon (TV series),Dragon's Tears,"The series portrays the life of Yi Bang-won (posthumously known as ""Taejong""), the third king of Joseon and fifth son of its founder. It depicts him as being committed to the stability of the kingdom, a commitment that translates into affection and devotion towards his father and his heir (originally Taejong's first-born son, Yi Je), although these feelings are not reciprocated due to anger about the various assassinations and executions carried out by Taejong. The anger culminates in the retired Taejo's efforts to remove his son by backing the Jo Sa-wi rebellion and personally shooting an arrow at him during a reconciliation meeting. Taejong grows to become perpetually suspicious of those around him (especially his in-laws), resulting in purges, a typical example being his execution of his wife's influence-peddling-but-loyal oldest brothers and naively-innocent youngest brothers. In disgusted response, his crown prince rejects the throne to become a playboy and his second-born son, Yi Bo, joins the Buddhist priesthood, deferring the position to the third-born son, Yi Do.",KBS1,_,Historical,_,_,"November 24, 1996 –
May 31, 1998",_,"Kim Mu-saeng, Yoo Dong-geun, Ahn Jae-mo",Lee Hwan-kyung,Kim Jae-hyung,159,"1996, 1998",_
Tell Me That You Love Me,"Saranghandago Malhaejwo, Say You Love Me, Tell Me Who You Love, Tell Me You Love Me, Скажи, что любишь меня, Скажи, що кохаєш мене","Cha Jin Woo is a deaf artist. He is used to expressing his feelings through drawings instead of speaking, as most are unwilling to learn sign language or even get to know him. He happens to meet Jung Mo Eun. She is an aspiring actress and used to expressing her feelings through words. She befriends Cha Jin Woo and starts learning sign language, beginning to appreciate him and his silent world. Cha  Jin Woo and Jung Mo Eun fall in love with each other and learn how to navigate communication, relationships, and love.

(Source: AsianWiki; edited by MyDramaList)    Edit Translation         English     ภาษาไทย     Українська     Русский",ENA,South Korea,"Romance, Life, Drama, Melodrama",8.4,6528,27/11/2023,"Sign language, Deafness, Deaf Male Lead, Cold man/Warm woman, Slow Burn Romance, Age Gap [Real Life], Healing, Disabled Male Lead, Actress Female Lead, Artist Male Lead","Jung Woo Sung, Shin Hyun Been, Lee Jae Kyoon, Park Jin Joo, Shin Jae Hwi, Kim Ji Hyun",_,_,_,_,_
Tell Me That You Love Me (TV series),Tell Me You Love Me,"The series is about the romance between a hearing-impaired painter who is used to express his emotions through drawings rather than words, and an aspiring actress who expresses her feelings with her voice.",ENA,_,"Romance, Melodrama",_,_,"November 27, 2023 –
January 16, 2024",_,"Jung Woo-sung, Shin Hyun-been",Kim Min-jung,Kim Yoon-jin,16,"2023, 2024",_
Tell Me What You Saw,"Bondaelo Malhala, Bondaero Malhara, Call It Like You See It, Diga-me O Que Viu, Say It as You See It, Say What You Saw, Speak as Seen, Speak as You See, Talk as You See, Скажи, что ты видела","Oh Hyun Jae, a former top criminal profiler, disappeared after a serial killer’s explosion killed his fiancé. Now living in seclusion, he is paired with rookie detective Cha Soo Young, who has the ability to remember everything she sees. Together, they investigate the Peppermint Killer, the same serial killer responsible for Hyun Jae's loss five years ago.

(Source: MyDramaList)      Edit Translation         English     Русский     हिन्दी     Polski",OCN,South Korea,"Thriller, Mystery",8.2,8895,01/02/2020,"Murder, Photographic Memory, Trauma, Disability, Revenge, Hardworking Female Lead, Inchoate Crime, Emotionally Strong Female Lead, Difficult Adulthood, Special ability","Jang Hyuk, Choi Soo Young, Jin Seo Yun, Jang Hyun Sung, Ryu Seung Soo, Shin Soo Ho","Ko Young-jae, Han Ki-hyun",Kim Sang-hoon,16,2020,_
Temperature of Love,"A Temperatura do Amor, Degree of Love, Love Temperature, Sarangui Ondo, Temperatuur van liefde, Температура любви","Hyun Soo quit her job to become a TV writer; Jung Sun dreams of becoming a French food chef and opening a restaurant. As the pair navigate their paths to fulfill their dreams, they discover that they will need patience, tenacity, and most importantly, hope. 

(Sources: SBS International, AsianWiki)      Edit Translation         English     Русский     Español     Polski",SBS,South Korea,"Food, Comedy, Romance, Life",7.5,10081,18/09/2017,"Love Triangle, Older Woman/Younger Man, Second Chance Romance, Bromance, Calm Male Lead, Healing, Male Chases Female First, Nice Male Lead, Cooking, Drama","Seo Hyun Jin, Yang Se Jong, Kim Jae Wook, Jo Bo Ah, P.O, Ji  Il Joo",Ha Myung-hee,Nam Geon,40,2017,_
Tempest,"Bukgeukseong, Polaris, The North Star","Mun Ju, a seasoned diplomat and former ambassador to the United States, has earned the trust of the international community through her sharp judgment and decisive actions. When she uncovers political maneuvering behind a high-profile assassination linked to both South and North Korea, she is drawn into a dangerous web of secrets.  

Meanwhile, San Ho, an elite mercenary with an obscured past and unknown nationality, operates in the shadows. A man of  few words but lethal precision, he becomes an unexpected ally in Mun Ju’s pursuit of the truth.  

Together, they navigate a treacherous world of power, deception, and buried conspiracies—where uncovering the truth could mean risking everything.

(Source: AsianWiki; edited by MyDramaList)    Edit Translation         English     Arabic     Русский     magyar / magyar nyelv",Disney+,South Korea,"Action, Thriller, Mystery, Romance",8.1,6943,10/09/2025,"Political, Assassination, Diplomat Female Lead, Ambassador Female Lead, Political Intrigue, Multiple Mains, Espionage, Investigation, Crime, Suspense","Jun Ji Hyun, Kang Dong Won, John Cho, Lee Mi Sook, Park Hae Joon, Kim Hae Sook",_,_,_,_,_
Tempest (TV series),_,"The series revolves around a skilled diplomat Mun-ju (Jun Ji-hyun) who served as the UN ambassador, and an international special agent of mysterious nationality San-ho (Gang Dong-won). The two embark on a mission to uncover the truth about a deadly attack that could threaten the stability of the Korean Peninsula.",Disney+,_,"Spy, Romance, Action",_,_,"September 10 –
October 1, 2025",_,"Jun Ji-hyun, Gang Dong-won, John Cho, Lee Mi-sook, Park Hae-joon, Kim Hae-sook, Yoo Jae-myung, Oh Jung-se, Lee Sang-hee, Joo Jong-hyuk, Won Ji-an",Jeong Seo-kyeong,"Heo Myung-haeng, Kim Hee-won",9,2025,_
Temptation,"Tentação, Yoohok, Yuhok, 诱惑","A melodrama about a married man who receives a huge sum of money from a woman to repay the huge debt he owes. Complications arise when the woman demands total submission from him, which jeopardizes his relationship with his wife.

(Source: DramaWiki)      Edit Translation         English     Português (Brasil)     Español     Français",SBS,South Korea,"Romance, Drama, Melodrama",7,1623,14/07/2014,"Rich Woman/Poor Man, Stubborn Female Lead, Hardworking Male Lead, Power Struggle, Heartbreak, Vengeful Female Lead, Successful Female Lead, Female Rivalry, Playboy Male Lead, Infidelity","Choi Ji Woo, Kwon Sang Woo, Park Ha Sun, Lee Jung Jin, Chae So Young, Ahn Se Ha",_,_,_,_,_
Temptation (2014 TV series),Seduction,"Cha Seok-hoon is a naive man who grew up a rural village in Gangwon Province. His intellect gets him into the country's top university despite his family's economic plight, and he takes on all sorts of part-time jobs, from quick services to construction work, in order to earn his tuition.",SBS TV,_,"Romance, Melodrama, Erotica Drama",_,_,"July 14 –
September 16, 2014",_,"Kwon Sang-woo, Choi Ji-woo, Lee Jung-jin, Park Ha-sun",Han Ji-hoon,Park Young-soo,20,2014,_
